	sample	length_mm	Slice	seedling	genotype	Position	continued_growing	seedling_luc
8	Substack (1-122-2):0029-0336-0370:29	6.604	18	seedling21	p35S:LUC	Pos1	yes	seedling5
9	Substack (1-122-2):0029-0324-0400:29	6.363	18	seedling22	p35S:LUC	Pos1	no	
1	Substack (1-122-2):0029-0187-0226:29	5.534	17	seedling14	p35S:LUC	Pos1	yes	seedling1
2	Substack (1-122-2):0029-0179-0294:29	6.591	17	seedling15	p35S:LUC	Pos1	no	
3	Substack (1-122-2):0061-0178-0396:61	6.775	17	seedling16	p35S:LUC	Pos1	no	
4	Substack (1-122-2):0061-0337-0129:61	5.128	17	seedling17	p35S:LUC	Pos1	no	
5	Substack (1-122-2):0029-0343-0193:29	6.051	17	seedling18	p35S:LUC	Pos1	yes	seedling3
6	Substack (1-122-2):0029-0339-0267:29	6.092	17	seedling19	p35S:LUC	Pos1	yes	seedling4
7	Substack (1-122-2):0029-0329-0301:29	5.407	17	seedling20	p35S:LUC	Pos1	no	
8	Substack (1-122-2):0029-0336-0370:29	5.816	17	seedling21	p35S:LUC	Pos1	yes	seedling5
9	Substack (1-122-2):0029-0324-0400:29	6.011	17	seedling22	p35S:LUC	Pos1	no	
1	Substack (1-122-2):0029-0187-0226:29	5.217	16	seedling14	p35S:LUC	Pos1	yes	seedling1
2	Substack (1-122-2):0029-0179-0294:29	6.079	16	seedling15	p35S:LUC	Pos1	no	
3	Substack (1-122-2):0061-0178-0396:61	6.314	16	seedling16	p35S:LUC	Pos1	no	
4	Substack (1-122-2):0061-0337-0129:61	4.751	16	seedling17	p35S:LUC	Pos1	no	
5	Substack (1-122-2):0029-0343-0193:29	5.705	16	seedling18	p35S:LUC	Pos1	yes	seedling3
6	Substack (1-122-2):0029-0339-0267:29	5.303	16	seedling19	p35S:LUC	Pos1	yes	seedling4
7	Substack (1-122-2):0029-0329-0301:29	5.407	16	seedling20	p35S:LUC	Pos1	no	
8	Substack (1-122-2):0029-0336-0370:29	5.505	16	seedling21	p35S:LUC	Pos1	yes	seedling5
9	Substack (1-122-2):0029-0324-0400:29	5.631	16	seedling22	p35S:LUC	Pos1	no	
1	Substack (1-122-2):0029-0187-0226:29	4.895	15	seedling14	p35S:LUC	Pos1	yes	seedling1
2	Substack (1-122-2):0029-0179-0294:29	5.484	15	seedling15	p35S:LUC	Pos1	no	
3	Substack (1-122-2):0061-0178-0396:61	5.662	15	seedling16	p35S:LUC	Pos1	no	
4	Substack (1-122-2):0061-0337-0129:61	4.266	15	seedling17	p35S:LUC	Pos1	no	
5	Substack (1-122-2):0029-0343-0193:29	5.083	15	seedling18	p35S:LUC	Pos1	yes	seedling3
6	Substack (1-122-2):0029-0339-0267:29	4.879	15	seedling19	p35S:LUC	Pos1	yes	seedling4
7	Substack (1-122-2):0029-0329-0301:29	5.012	15	seedling20	p35S:LUC	Pos1	no	
8	Substack (1-122-2):0029-0336-0370:29	5.095	15	seedling21	p35S:LUC	Pos1	yes	seedling5
9	Substack (1-122-2):0029-0324-0400:29	5.228	15	seedling22	p35S:LUC	Pos1	no	
1	Substack (1-122-2):0029-0187-0226:29	4.544	14	seedling14	p35S:LUC	Pos1	yes	seedling1
2	Substack (1-122-2):0029-0179-0294:29	4.761	14	seedling15	p35S:LUC	Pos1	no	
3	Substack (1-122-2):0061-0178-0396:61	4.819	14	seedling16	p35S:LUC	Pos1	no	
4	Substack (1-122-2):0061-0337-0129:61	3.694	14	seedling17	p35S:LUC	Pos1	no	
5	Substack (1-122-2):0029-0343-0193:29	4.644	14	seedling18	p35S:LUC	Pos1	yes	seedling3
6	Substack (1-122-2):0029-0339-0267:29	4.256	14	seedling19	p35S:LUC	Pos1	yes	seedling4
7	Substack (1-122-2):0029-0329-0301:29	4.673	14	seedling20	p35S:LUC	Pos1	no	
8	Substack (1-122-2):0029-0336-0370:29	4.781	14	seedling21	p35S:LUC	Pos1	yes	seedling5
9	Substack (1-122-2):0029-0324-0400:29	4.906	14	seedling22	p35S:LUC	Pos1	no	
1	Substack (1-122-2):0029-0187-0226:29	4.14	13	seedling14	p35S:LUC	Pos1	yes	seedling1
2	Substack (1-122-2):0029-0179-0294:29	4.185	13	seedling15	p35S:LUC	Pos1	no	
3	Substack (1-122-2):0061-0178-0396:61	4.323	13	seedling16	p35S:LUC	Pos1	no	
4	Substack (1-122-2):0061-0337-0129:61	3.1	13	seedling17	p35S:LUC	Pos1	no	
5	Substack (1-122-2):0029-0343-0193:29	4.095	13	seedling18	p35S:LUC	Pos1	yes	seedling3
6	Substack (1-122-2):0029-0339-0267:29	3.806	13	seedling19	p35S:LUC	Pos1	yes	seedling4
7	Substack (1-122-2):0029-0329-0301:29	4.192	13	seedling20	p35S:LUC	Pos1	no	
8	Substack (1-122-2):0029-0336-0370:29	4.121	13	seedling21	p35S:LUC	Pos1	yes	seedling5
9	Substack (1-122-2):0029-0324-0400:29	4.339	13	seedling22	p35S:LUC	Pos1	no	
1	Substack (1-122-2):0029-0187-0226:29	3.709	12	seedling14	p35S:LUC	Pos1	yes	seedling1
2	Substack (1-122-2):0029-0179-0294:29	3.482	12	seedling15	p35S:LUC	Pos1	no	
3	Substack (1-122-2):0061-0178-0396:61	3.554	12	seedling16	p35S:LUC	Pos1	no	
4	Substack (1-122-2):0061-0337-0129:61	2.778	12	seedling17	p35S:LUC	Pos1	no	
5	Substack (1-122-2):0029-0343-0193:29	3.718	12	seedling18	p35S:LUC	Pos1	yes	seedling3
6	Substack (1-122-2):0029-0339-0267:29	3.345	12	seedling19	p35S:LUC	Pos1	yes	seedling4
7	Substack (1-122-2):0029-0329-0301:29	3.859	12	seedling20	p35S:LUC	Pos1	no	
8	Substack (1-122-2):0029-0336-0370:29	3.866	12	seedling21	p35S:LUC	Pos1	yes	seedling5
9	Substack (1-122-2):0029-0324-0400:29	4.015	12	seedling22	p35S:LUC	Pos1	no	
1	Substack (1-122-2):0029-0187-0226:29	3.35	11	seedling14	p35S:LUC	Pos1	yes	seedling1
2	Substack (1-122-2):0029-0179-0294:29	3.183	11	seedling15	p35S:LUC	Pos1	no	
3	Substack (1-122-2):0061-0178-0396:61	3.063	11	seedling16	p35S:LUC	Pos1	no	
4	Substack (1-122-2):0061-0337-0129:61	2.036	11	seedling17	p35S:LUC	Pos1	no	
5	Substack (1-122-2):0029-0343-0193:29	3.056	11	seedling18	p35S:LUC	Pos1	yes	seedling3
6	Substack (1-122-2):0029-0339-0267:29	2.32	11	seedling19	p35S:LUC	Pos1	yes	seedling4
7	Substack (1-122-2):0029-0329-0301:29	3.255	11	seedling20	p35S:LUC	Pos1	no	
8	Substack (1-122-2):0029-0336-0370:29	3.359	11	seedling21	p35S:LUC	Pos1	yes	seedling5
9	Substack (1-122-2):0029-0324-0400:29	3.321	11	seedling22	p35S:LUC	Pos1	no	
1	Substack (1-122-2):0029-0187-0226:29	2.542	10	seedling14	p35S:LUC	Pos1	yes	seedling1
2	Substack (1-122-2):0029-0179-0294:29	2.131	10	seedling15	p35S:LUC	Pos1	no	
3	Substack (1-122-2):0061-0178-0396:61	1.987	10	seedling16	p35S:LUC	Pos1	no	
4	Substack (1-122-2):0061-0337-0129:61	1.28	10	seedling17	p35S:LUC	Pos1	no	
5	Substack (1-122-2):0029-0343-0193:29	2.313	10	seedling18	p35S:LUC	Pos1	yes	seedling3
6	Substack (1-122-2):0029-0339-0267:29	1.659	10	seedling19	p35S:LUC	Pos1	yes	seedling4
7	Substack (1-122-2):0029-0329-0301:29	2.357	10	seedling20	p35S:LUC	Pos1	no	
8	Substack (1-122-2):0029-0336-0370:29	2.898	10	seedling21	p35S:LUC	Pos1	yes	seedling5
9	Substack (1-122-2):0029-0324-0400:29	2.451	10	seedling22	p35S:LUC	Pos1	no	
